office_id,office_name,address1,address2,city,country,state_province,postal_code,primary_phone_number,fax_number,public_phone_name,public_phone_number,public_comments,general_email_address,wish_referral_email_address,contact_us_email_address,website_admin_email_address,media_contact_name,media_contact_title,media_contact_phone,media_contact_email,development_contact_name,development_contact_title,development_contact_phone,development_contact_fax,development_contact_email,website_url,twitter_account,twitter_handle,facebook_acct,facebook_admin_id,facebook_app_id,google_acct,validator_bbb_url,validator_charity_navigator_url,validator_charity_navigator_rating,feedburner_url,tax_id,email_marketing_code,donation_enabled,twitter_app_id,twitter_app_secret,facebook_app_secret,youtube_url,country_code,office_legal_name,utc,dst
016-002,"Make-A-Wish? Mid-Atlantic, Inc., Delaware Field Office",3519 Silverside Road,Ridgely Building Suite 100,Wilmington,United States,DE,19810,(302) 475-9474 ,(302) 478-7308 , ,,"Serves children in the the state of Delaware and the Maryland counties of Cecil, Somerset, Wicomico and Worchester",info@midatlantic.wish.org,wishreferral@midatlantic.wish.org,info@midatlantic.wish.org,info@midatlantic.wish.org,Tara  Wilson Jones,Director of Events & Marketing,(240) 395-4338 ,tjones@midatlantic.wish.org,Laura  Caldwell,President & CEO,(301) 962-9474 ,(301) 962-6900 ,lcaldwell@midatlantic.wish.org,www.midatlantic.wish.org,NULL,NULL,,,,UA-10695845-17,NULL,NULL,NULL,,52-1306075,,1,NULL,NULL,NULL,NULL,NULL,"Make-A-Wish Foundation? of the Mid-Atlantic, Inc., Delaware Field Office",-5,Y
017-000,"Make-A-Wish? Southern Florida, Inc.",4491 S State Road 7, Suite 201,Ft. Lauderdale,,FL,33314,(954) 967-9474 ,(954) 987-7159 ,Toll Free,(888) 773-9474 ,"Serves Monroe, Dade, Broward, Palm Beach, Martin, St. Lucie, Indian River, Highlands, Okeechobee, Collier, Lee, Hendry and Glades counties and the US ",info@sfla.wish.org,info@sfla.wish.org,info@sfla.wish.org,admin@sflawish.org,Richard  Kelly,Vice President of Brand Advancement & Chapter Oper,(954) 967-9474 x307,rkelly@sflawish.org,Wanda  Trouba,Vice President of Development,(954) 967-9474 x304,(954) 987-7159 ,wtrouba@sflawish.org,sfla.wish.org,http://twitter.com/makeawishsfla,@makeawishsfla,http://www.facebook.com/makeawishsfla,makeawishsfla,1.48887E+14,UA-10695845-18,NULL,NULL,NULL,,59-2620322,,1,ytjJaVZWBoDStkN6rF8NQ,XpSDejssuvTjqQPI9PKkm53KsR5WYhJOpKYPhaHvxUY,726330125f269d48146efb853c5f93da,http://www.youtube.com/makeawishsfla,NULL,"Make-A-Wish Foundation? of Southern Florida, Inc.",-5,Y
017-001,"Make-A-Wish? Southern Florida, West Coast Field Office",3655 Bonita Beach Road,Suite 3,Bonita Springs,,FL,34134,(239) 992-9474 ,(239) 992-2833 ,,,"Serves Collier, Glades, Hendry, and Lee counties ",swfl@sfla.wish.org,swfl@sfla.wish.org,info@sfla.wish.org,admin@sflawish.org,Richard  Kelly,Vice President of Brand Advancement & Chapter Oper,(954) 967-9474 x307,rkelly@sflawish.org,Wanda  Trouba,Vice President of Development,(954) 967-9474 x304,(954) 987-7159 ,wtrouba@sflawish.org,sfla.wish.org,,,http://www.facebook.com/makeawishsfla,makeawishsfla,1.48887E+14,UA-10695845-18,NULL,NULL,NULL,,59-2620322,,1,,,,,NULL,"Make-A-Wish Foundation? of Southern Florida, West Coast Field Office",-5,Y
017-002,Make-A-Wish? U.S. Virgin Islands,PO Box 503027,,St Thomas,,VI,805,(340) 513-8213 ,(954) 967-2468 ,,,Serves the U.S. Virgin Islands,info@usvi.wish.org,info@usvi.wish.org, info@sfla.wish.org,admin@sflawish.org,Richard  Kelly,Vice President of Brand Advancement & Chapter Oper,(954) 967-9474 x307,rkelly@sflawish.org,Wanda  Trouba,Vice President of Development,(954) 967-9474 x304,(954) 967-2468 ,wtrouba@sflawish.org,www.usvi.wish.org,,,http://www.facebook.com/makeawishsfla,makeawishsfla,1.48887E+14,UA-10698054-21,NULL,NULL,NULL,,59-2620322,,1,,,,,NULL,Make-A-Wish Foundation? of U.S. Virgin Islands,-4,N
018-000,Make-A-Wish? Nebraska,11926 Arbor Street,Suite 102,Omaha,,NE,68144,(402) 333-8999 ,(402) 333-8228 ,Toll Free,(800) 760-9474 ,Serves the entire state of Nebraska,info@nebraska.wish.org,info@nebraska.wish.org,info@nebraska.wish.org,lpiller@nebraska.wish.org,Brigette M Young,President,(402) 333-8999 x13,byoung@nebraska.wish.org,Kiley  Thiele,Vice President of Development and Marketing,(402) 333-8999 ,(402) 333-8228 ,kthiele@nebraska.wish.org,nebraska.wish.org,,,,,1.27039E+14,UA-10695845-19,NULL,NULL,NULL,,470671096,,1,UzlVxIIVVPTgq58owdK5g,GJp1N3MkQzcFwkYC5yPf7igXkgPwOenoT31dhgEx4fs,47c26e934566c18ee5db68284d9bfcc1,,NULL,Make-A-Wish Foundation? of Nebraska,-6,Y
018-001,"Make-A-Wish? Nebraska, Lincoln Office",5800 Cornhusker Hwy,"Bldg #1, Unit 4",Lincoln,United States,NE,68507,(402) 475-9474 ,(402) 475-9481 ,Toll Free,(800) 760-9474 ,Assists the Omaha Office serve the entire state of Nebraska,info@nebraska.wish.org,info@nebraska.wish.org,info@nebraska.wish.org,lpiller@nebraska.wish.org,Brigette M Young,President,(402) 333-8999 x13,byoung@nebraska.wish.org,Kiley  Thiele,Vice President of Development and Marketing,(402) 333-8999 ,(402) 333-8228 ,kthiele@nebraska.wish.org,www.nebraska.wish.org,NULL,NULL,,,1.27039E+14,UA-10695845-19,NULL,NULL,NULL,,470671096,,1,NULL,NULL,NULL,NULL,NULL,"Make-A-Wish Foundation? of Nebraska, Lincoln Office",-6,Y
018-002,"Make-A-Wish? Nebraska, Kearney Office",8 West 56th St., Suite B-2 North,Kearney,United States,NE,68847,(308) 234-6612 ,(308) 234-6613 ,,,Serves the 55 western-most counties west of Highway 81,hstone@nebraska.wish.org,info@nebraska.wish.org,info@nebraska.wish.org,lpiller@nebraska.wish.org,Brigette M Young,President,(402) 333-8999 x13,byoung@nebraska.wish.org,Kiley  Thiele,Vice President of Development and Marketing,(402) 333-8999 ,(402) 333-8228 ,kthiele@nebraska.wish.org,www.nebraska.wish.org,NULL,NULL,,,1.27039E+14,UA-10695845-19,NULL,NULL,NULL,,470671096,,1,NULL,NULL,NULL,NULL,NULL,"Make-A-Wish Foundation? of Nebraska, Kearney Office",-6,Y
022-000,Make-A-Wish? Michigan,2300 Genoa Business Park Drive,Suite 290,Brighton,,MI,48114,(734) 994-8620 ,(734) 994-8025 ,Toll Free Michigan Only,(800) 622-9474 ,Serves the entire state of Michigan,wish@wishmich.org,wishgranter@wishmich.org,wish@wishmich.org,mmcevoy@wishmich.org,Sarah  Clevenger,VP of Marketing & Brand Advancement,(734) 994-8620 x111,sclevenger@wishmich.org,Jennifer G Connery,COO & Vice President of Philanthropy,(734) 994-8620 x112,(734) 994-8025 ,jconnery@wishmich.org,www.wishmich.org,,,,,4.20335E+14,UA-10695845-5,NULL,NULL,NULL,,38-2505812,,1,EjE0RwsCYIHJ2lwYHn2BGg,lluBYLdUtlpqtuHDgfbkLffNTYHw7Ib0vF5BYd9fo8,31417ae0911c7622221c50d252401b15,http://www.youtube.com/user/MakeAWishMI,NULL,Make-A-Wish Foundation? of Michigan,-5,Y
022-002,"Make-A-Wish? Michigan, Grand Rapids Office",648 Monroe Ave NW,Suite 104,Grand Rapids,,MI,49503,(616) 363-4607 ,(616) 363-5415 ,Toll Free,(877) 631-9474 ,"Serves Kent, Ottawa, Muskegon, Allegan, Kalamazoo, Berrien, Barry, Van Buren, Cass, and St. Joseph Counties.",wish@wishmich.org,wishgranter@wishmich.org,wish@wishmich.org,mmcevoy@wishmich.org,Sarah  Clevenger,VP of Marketing & Brand Advancement,(734) 994-8620 x111,sclevenger@wishmich.org,Jennifer G Connery,COO & Vice President of Philanthropy,(734) 994-8620 x112,(734) 994-8025 ,jconnery@wishmich.org,www.wishmich.org,,,,,4.20335E+14,UA-10695845-5,NULL,NULL,NULL,,38-2505812,,1,,,,,NULL,"Make-A-Wish Foundation? of Michigan, Grand Rapids Office",-5,Y
022-003,"Make-A-Wish? Michigan, Detroit Office","Old Hutzel Building, Ground Floor, G67",4707 St. Antoine Street,Detroit,United States,MI,48201,(313) 833-9100,(313) 833-9103,Toll Free,(888) 857-9474, ,wish@wishmich.org,wish@wishmich.org,wish@wishmich.org,mmcevoy@wishmich.org,Sarah  Clevenger,VP of Marketing & Brand Advancement,(734) 994-8620 x111,sclevenger@wishmich.org,Jennifer G Connery,COO & Vice President of Philanthropy,(734) 994-8620 x112,(734) 994-8025 ,jconnery@wishmich.org,www.wishmich.org,NULL,NULL,,,4.20335E+14,UA-10695845-5,NULL,NULL,NULL,,38-2505812,,1,NULL,NULL,NULL,NULL,NULL,"Make-A-Wish Foundation? of Michigan, Detroit Office",-5,Y
024-000,Make-A-Wish? San Diego,2440 Hotel Circle North,Suite 200,San Diego,,CA,92108,(858) 707-9474 x108,(858) 707-9480 , Lyon,(858) 707-9474 x108,Serves San Diego and Imperial Counties (i.e. southern most region of the state).,info@wishsandiego.org,salbert@wishsandiego.org,tlopez@wishsandiego.org,tlopez@wishsandiego.org,Christine  Reed,Communications Manager,(858) 707-9474 ,creed@wishsandiego.org,Dana  Vandersip,Vice President of Development,(858) 707-9474 x102,(858) 707-9480 ,dvandersip@wishsandiego.org,www.wishsandiego.org,,,,,,UA-10695845-21,NULL,NULL,NULL,,330039466,,1,,,,,NULL,Make-A-Wish Foundation? of San Diego,-8,Y
025-000,Make-A-Wish? Greater Bay Area ,55 Hawthorne Street,8th floor,San Francisco,,CA,94105,(415) 982-9474 ,(415) 982-0444 ,415-445-4033 ,(415) 445-4033 ,Serves the San Francisco Bay Area + upper northwest and upper western coastline,info@sfwish.org,info@sfwish.org,info@sfwish.org,skaplan@sfwish.org,Jennifer W Wilson,Marketing & Promotions Manager,(415) 321-7388 ,jwilson@sfwish.org,David  Hatfield,Director of Development,(415) 402-2768 ,(415) 982-0444 ,dhatfield@sfwish.org,www.sf.wish.org,http://www.twitter.com/sfwish,@sfwish,http://www.facebook.com/sfwish,sfwish,3.17156E+14,UA-10695845-22,NULL,NULL,NULL,,94-2958481,,1,dNbqbGkz8FKENiH8SBOTAw,  gSESEymm45MFQkDMba8jTrgGcuPYW6B9snHm8rlw9c,afebf3040b4e12784c578b33e13de9de,http://www.youtube.com/makeawishsf,NULL,Make-A-Wish Foundation? of Greater Bay Area ,-8,Y
027-000,Make-A-Wish? South Dakota,1400 West 17th Street, ,Sioux Falls,,SD,57104,(605) 335-8000 ,(605) 335-8002 ,Toll Free South Dakota ,(800) 640-9198 ,Serves the entire state of South Dakota,info@southdakota.wish.org,rkasa@southdakota.wish.org,info@southdakota.wish.org,pkrueger@southdakota.wish.org,Paul R Krueger,President/CEO,(605) 335-8000 ,pkrueger@southdakota.wish.org,Paul R Krueger,President/CEO,(605) 335-8000 ,(605) 335-8002 ,pkrueger@southdakota.wish.org,www.southdakota.wish.org,,,,,4.48922E+14,UA-10695845-24,NULL,NULL,NULL,,46-0375953,,1,,,61741533276a65277ae7479b90e9e93e,http://www.youtube.com/user/WishesSD,NULL,Make-A-Wish Foundation? of South Dakota,-6,Y
027-001,Make-A-Wish? South Dakota,14 Saint Joseph St. Suite 200D,,Rapid City,,SD,57701,(605) 791-4500 ,(605) 791-4500 ,Toll Free,(800) 640-9198 ,Serves seven counties in western South Dakota,info@southdakota.wish.org,info@southdakota.wish.org,info@southdakota.wish.org,pkrueger@southdakota.wish.org,Paul R Krueger,President/CEO,(605) 335-8000 ,pkrueger@southdakota.wish.org,Paul R Krueger,President/CEO,(605) 335-8000 ,(605) 335-8002 ,pkrueger@southdakota.wish.org,www.southdakota.wish.org,,,,,4.48922E+14,UA-10695845-24,NULL,NULL,NULL,,46-0375953,,1,,,,,NULL,"Make-A-Wish Foundation? of South Dakota, Rapid City Office",-7,Y
028-000,Make-A-Wish? Kansas,2016 North Amidon, ,Wichita,,KS,67203,(316) 838-9474 ,(316) 832-1108 ,Toll Free Kansas Only:,(800) 566-9474 ,Serves 99 counties in the state of Kansas,kansas@kansas.wish.org,ascheideman@kansas.wish.org,ascheideman@kansas.wish.org,ascheideman@kansas.wish.org,Lisa L Capps,Director of Development,(316) 838-9474 ,lcapps@kansas.wish.org,Lisa L Capps,Director of Development,(316) 838-9474 ,(316) 832-1108 ,lcapps@kansas.wish.org,www.wishks.org,,,http://www.facebook.com/#!/pages/Make-A-Wish-Kansas/137372726316436,4.47218E+14,,UA-10695845-25,NULL,NULL,NULL,,48-0984820,,1,,,,,NULL,Make-A-Wish Foundation? of Kansas,-6,Y
029-000,Make-A-Wish? Wisconsin,13195 West Hampton Avenue, ,Butler,,WI,53007,(262) 781-4445 ,(262) 781-3736 ,Toll Free Wisconsin Only,(800) 236-9474 ,Serves the entire state of Wisconsin,info@wisconsin.wish.org,jsmith@wisconsin.wish.org,info@wisconsin.wish.org,dgroszczyk@wisconsin.wish.org,Forrest  Doolen,Public Relations Manager,(262) 781-4445 x113,fdoolen@wisconsin.wish.org,Wendy  Cozzens,Director of Development,(262) 781-4445 x104,(262) 781-3736 ,wcozzens@wisconsin.wish.org,wisconsin.wish.org,,,http://www.facebook.com/wisconsinwish,wisconsinwish,,UA-10695845-26,NULL,NULL,NULL,,39-1543541,,1,,,,,NULL,Make-A-Wish Foundation? of Wisconsin,-6,Y
029-001,"Make-A-Wish? Wisconsin, Northeastern Office",100 W. College Ave.,Suite E,Appleton,,WI,54911,(920) 993-9994 ,(920) 993-9996 ,,,Serves the 11 most northeastern counties of Wisconsin,kteofilo@wisconsin.wish.org,jsmith@wisconsin.wish.org,info@wisconsin.wish.org,dgroszczyk@wisconsin.wish.org,Forrest  Doolen,Public Relations Manager,(262) 781-4445 x113,fdoolen@wisconsin.wish.org,Wendy  Cozzens,Director of Development,(262) 781-4445 x104,(262) 781-3736 ,wcozzens@wisconsin.wish.org,wisconsin.wish.org,,,http://www.facebook.com/wisconsinwish,wisconsinwish,,UA-10695845-26,NULL,NULL,NULL,,39-1543541,,1,,,,,NULL,"Make-A-Wish Foundation? of Wisconsin, Northeastern Office",-6,Y
029-002,"Make-A-Wish? Wisconsin, Madison Regional Office",1 South Pinckney St.,Suite 40,Madison,,WI,53703,(608) 252-4321 ,(608) 252-4320 ,Toll Free,(800) 236-9474 ,Serves south central Wisconsin,madison@wisconsin.wish.org,jsmith@wisconsin.wish.org,info@wisconsin.wish.org,dgroszczyk@wisconsin.wish.org,Forrest  Doolen,Public Relations Manager,(262) 781-4445 x113,fdoolen@wisconsin.wish.org,Wendy  Cozzens,Director of Development,(262) 781-4445 x104,(262) 781-3736 ,wcozzens@wisconsin.wish.org,wisconsin.wish.org,,,http://www.facebook.com/wisconsinwish,wisconsinwish,,UA-10695845-26,NULL,NULL,NULL,,39-1543541,,1,,,,,NULL,"Make-A-Wish Foundation? of Wisconsin, Madison Regional Office",-6,Y
030-000,Make-A-Wish? Minnesota,615 First Ave NE,Suite 415,Minneapolis,,MN,55413,(612) 767-9474 ,(612) 767-2768 ,,,Serves the entire state of Minnesota,info@wishmn.org,lsemanko@wishmn.org,info@wishmn.org,webadmin@wishmn.org,Helen  Ng,Communications & Grants Manager,(612) 767-2759 ,hng@wishmn.org,Thomas J McKinney,President and CEO,(612) 767-2753 ,(612) 767-2768 ,tmckinney@wishmn.org,www.mn.wish.org,http://www.twitter.com/makeawishmn,@makeawishmn,http://www.facebook.com/makeawishmn,makeawishmn,5.12796E+14,UA-10695845-27,NULL,NULL,NULL,,41-1422893  ,,1,VDxKhzYkMsErcIBp3noA,FEACU1e2P7BP0EzY6gWJXXCG1Xf8nfIbrc8MZvrLuAc,fdf254ffe7089e61a61aed6839fe80a8,http://www.youtube.com/makeawishminn,NULL,Make-A-Wish Foundation? of Minnesota,-6,Y
031-000,Make-A-Wish? Central & South Texas,2224 Walsh Tarlton Lane,Suite 200,Austin,,TX,78746,(512) 329-9474 ,(512) 328-3326 ,Toll Free Central Texas Only,(800) 880-9474 ,Serves the central and southern 1/3 of Texas state,info@cstx.wish.org,charity@cstx.wish.org,info@cstx.wish.org,chad@cstx.wish.org,Glenn  West,President & CEO,(512) 329-9474 ,Glenn@cstx.wish.org,Glenn  West,President & CEO,(512) 329-9474 ,(512) 328-3326 ,Glenn@cstx.wish.org,cstx.wish.org,https://twitter.com/makeawishcstx,@makeawishcstx,http://www.facebook.com/MakeAWishCSTX,MakeAWishCSTX,,UA-10695845-44,NULL,NULL,NULL,,74-2357788,,1,Xg0pyGdxOHM9SaTatjf2g,MKu5LI2BuD3YOd57ZXHwT6W53fBEOfwTTO2DgtW5Ls,,http://www.youtube.com/user/makeAWishCSTX,NULL,Make-A-Wish Foundation? of Central & South Texas,-6,Y
033-000,Make-A-Wish? Central New York,5005 Campuswood Drive, ,East Syracuse,,NY,13057,(315) 475-9474 ,(315) 475-9476 ,Toll Free,(800) 846-9474 ,Serves the center 1/3 of the state of New York,info@makeawishcny.org,wishworld@makeawishcny.org,info@makeawishcny.org,bkistner@makeawishcny.org,Bethann  Kistner,PR / Communications Manager,(315) 475-9474 ,bkistner@makeawishcny.org,Christine E Corbett,Director of Development,(315) 475-9474 ,(315) 475-9476 ,ccorbett@makeawishcny.org,www.cny.wish.org,https://twitter.com/makeawishcny,@makeawishcny,https://www.facebook.com/MakeAWishCNY?ref=hl,makeawishcny,,UA-10695845-28,NULL,NULL,NULL,,22-2572086,,1,,,, http://www.youtube.com/user/MakeAWishCNY,NULL,Make-A-Wish Foundation? of Central New York,-5,Y
034-000,Make-A-Wish? South Carolina,225 South Pleasantburg Drive,B8,Greenville,,SC,29607,(864) 250-0702 ,(864) 250-0704 ,Toll Free - Charleston Office,(800) 293-9474 ,Serves the entire state of South Carolina,wish@sc.wish.org,thoward@sc.wish.org,wish@sc.wish.org,hpierce@sc.wish.org,Megan  Harding,Communications,(864) 250-0702 ,mharding@sc.wish.org,Mary K Silverberg,Development,(843) 817-4251 ,(864) 250-0704 ,msilverberg@sc.wish.org,sc.wish.org,,,,,,UA-10695845-29,NULL,NULL,NULL,,57-0786119,,1,,,,,NULL,Make-A-Wish Foundation? of South Carolina,-5,Y
035-000,Make-A-Wish? Texas Gulf Coast & Louisiana,1604 Bissonnet, ,Houston,,TX,77005,(713) 942-9474 ,(713) 942-9475 ,,,Serves the 47 counties along the Gulf Coast of Texas and the entire state of Louisiana,ceo@texgulf.wish.org,canderson@texgulf.wish.org,ceo@texgulf.wish.org,development@texgulf.wish.org,Teresa  E Andrepont,President & CEO,(713) 942-9474 x15,ceo@texgulf.wish.org,Amanda  Mewborn,Development Coordinator,(713) 942-9474 x16,(713) 942-9475 ,development@texgulf.wish.org,texgulf.wish.org,,,http://www.facebook.com/pages/Make-A-Wish-Texas-Gulf-Coast-and-Louisiana/109779415720268,1.09779E+14,,UA-10695845-30,NULL,NULL,NULL,,76-0116615,,1,,,,,NULL,Make-A-Wish Foundation? of the Texas Gulf Coast & Louisiana,-6,Y
035-001,"Make-A-Wish? Texas Gulf Coast & Louisiana, Louisiana Office",3340 Severn Avenue,Suite 350,Metairie,,LA,70002,(504) 846-9474 ,(504) 846-2925 ,Toll Free,(888) 677-9474 ,Serves the 47 counties along the Gulf Coast of Texas and the entire state of Louisiana,info@louisiana.wish.org,wish@louisiana.wish.org,ceo@texgulf.wish.org,development@texgulf.wish.org,Teresa  E Andrepont,President & CEO,(713) 942-9474 x15,ceo@texgulf.wish.org,Amanda  Mewborn,Development Coordinator,(713) 942-9474 x16,(713) 942-9475 ,development@texgulf.wish.org,texgulf.wish.org,,,http://www.facebook.com/pages/Make-A-Wish-Texas-Gulf-Coast-and-Louisiana/109779415720268,1.09779E+14,,UA-10695845-30,NULL,NULL,NULL,,76-0116615,,1,,,,,NULL,"Make-A-Wish Foundation? of the Texas Gulf Coast & Louisiana, Louisiana Office",-6,Y
036-000,Make-A-Wish? Mississippi,576 Highland Colony Parkway,Suite 120,Ridgeland,,MS,39157,(601) 366-9474 ,(601) 898-3990 ,Toll Free,(800) 819-4072 ,Serves the southern 3/4 of Mississippi,info@ms.wish.org,judy@ms.wish.org,brent@ms.wish.org,catherine@ms.wish.org,Brent E Wilson,Presidnet/CEO,(601) 366-9474 x301,brent@ms.wish.org,Jane  Walsh,Development Manager,(601) 366-9474 x305,(601) 898-3990 ,jwalsh@ms.wish.org,www.ms.wish.org,https://twitter.com/MakeAWishMS,@MakeAWishMS,https://www.facebook.com/mswish,5.21709E+14,5.04078E+14,UA-10695845-31,NULL,NULL,NULL,,64-0730362,,1,Hx3RzJyhNimbHACZ5L95Q,RpmmyVe6KH0JtIVS7o56tDbg3KIqovAUCC7zf3Teg0,68c8d9b7165fd31c25020d7dac3e2c6b,,NULL,Make-A-Wish Foundation? of Mississippi,-6,Y
036-001,"Make-A-Wish? Mississippi, Southern Region - Gulfport",P. O. Box 7488, ,Gulfport,United States,MS,39506,(228) 575-8691 ,(601) 362-4752 ,Emergency Cellular,(601) 214-3472, ,smoses@ms.wish.org,judy@ms.wish.org,brent@ms.wish.org,catherine@ms.wish.org,Brent E Wilson,Presidnet/CEO,(601) 366-9474 x301,brent@ms.wish.org,Jane  Walsh,Development Manager,(601) 366-9474 x305,(601) 898-3990 ,jwalsh@ms.wish.org,www.ms.wish.org,NULL,NULL,https://www.facebook.com/mswish,5.21709E+14,5.04078E+14,UA-10695845-31,NULL,NULL,NULL,,64-0730362,,1,NULL,NULL,NULL,NULL,NULL,"Make-A-Wish Foundation? of Mississippi, Southern Region - Gulfport",-6,Y
039-000,Make-A-Wish? Tri-Counties,4222 Market Street,Suite D,Ventura,,CA,93003,(805) 676-9474 ,(805) 850-0168 ,,,"Serves Central Coast - Ventura, Santa Barbara and San Luis Obispo Counties of the state",info@tri-counties.wish.org,lmckenzie@tri-counties.wish.org,czamudio@tri-counties.wish.org,czamudio@tri-counties.wish.org,Shanna W Taylor,Chief Executive Officer,(805) 676-9474 x4,staylor@tri-counties.wish.org,Shanna W Taylor,Chief Executive Officer,(805) 676-9474 x4,(805) 850-0168 ,staylor@tri-counties.wish.org,tri-counties.wish.org,,,,,,UA-10695845-32,NULL,NULL,NULL,,77-0098671,,1,,,,,NULL,Make-A-Wish Foundation? of Tri-Counties,-8,Y
041-000,Make-A-Wish? Montana,175 N. 27th Street,Suite 1214,Billings,,MT,59101,(406) 259-9848 ,(406) 252-2157 ,Toll Free,(800) 574-9474 ,Serves the entire state of Montana,montana@wishworld.org,montana@wishworld.org,montana@wishworld.org,cpraskovich@wishworld.org,Heather  Ohs,Montana State Manager,(800) 574-9474 ,hohs@wishworld.org,Heather  Ohs,Montana State Manager,(800) 574-9474 ,(406) 252-2157 ,hohs@wishworld.org,montana.wish.org,,,https://www.facebook.com/pages/Make-A-Wish-Montana/145674795474936,1.45675E+14,5.12029E+14,UA-10698054-19,NULL,NULL,NULL,,25-1464177,,1,,,9d710bdd1cb14469b99962c13eaa4d16,http://www.youtube.com/user/MakeAWishMT,NULL,Make-A-Wish Foundation? of Montana,-7,Y
042-000,Make-A-Wish? Utah,771 East Winchester,,Murray,,UT,84107,(801) 262-9474 ,(801) 262-1294 ,Toll Free Utah Only,(800) 860-9474 ,Serves the entire state of Utah.,slewis@utah.wish.org,fnilson@utah.wish.org,info@utah.wish.org,paxelrod@utah.wish.org,Autumn  Thatcher,Communications Manager,(801) 262-9474 ,athatcher@utah.wish.org,Paula  Axelrod,Director of Development,(801) 305-1930 ,(801) 262-1294 ,paxelrod@utah.wish.org,www.utah.wish.org,http://www.twitter.com/makeawishutah,@makeawishutah,http://www.facebook.com/makeawishutah,makeawishutah,3.63198E+14,UA-10695845-33,NULL,NULL,NULL,,74-2392822,,1,WHw7WQto7yeWkvseRGEg,J5CE3NjmxRhGUiXfftOh98V53VAviRnFGUt2mqtQ8o,e2cab2e552fd80a94cfa3857c74c0674,http://www.youtube.com/makeawishutah,NULL,Make-A-Wish Foundation? of Utah,-7,Y
043-000,Make-A-Wish? Wyoming,P.O. Box 273, ,Casper,,WY,82602,(307) 234-9474 ,(307) 268-8469 ,Toll Free Wyoming Only,(888) 996-9474 ,Serves the entire state,makeawish@wyoming.wish.org,makeawish@wyoming.wish.org,makeawish@wyoming.wish.org,mlegerski@wyoming.wish.org,Morgan  Legerski,Interim CEO,(307) 234-9474 ,mlegerski@wyoming.wish.org,Morgan  Legerski,Interim CEO,(307) 234-9474 ,(307) 268-8469 ,mlegerski@wyoming.wish.org,wyoming.wish.org,,,http://facebook.com/makeawishwy,makeawishwyoming.wish.org,,UA-10695845-34,NULL,NULL,NULL,,83-0276233,,1,,,,,NULL,Make-A-Wish Foundation? of Wyoming,-7,Y
044-000,Make-A-Wish? Central California,351 W. Cromwell Ave.,Suite 112-A,Fresno,,CA,93711,(559) 221-9474 ,(559) 221-9472 ,,,Serves the southeast and central portion of the state,info@centralca.wish.org,info@centralca.wish.org,info@centralca.wish.org,cortney@centralca.wish.org,Diana  Rambo,Executive Director,(559) 221-9474 ,diana@centralca.wish.org,Diana  Rambo,Executive Director,(559) 221-9474 ,(559) 221-9472 ,diana@centralca.wish.org,www.centralca.wish.org,,,https://www.facebook.com/pages/Make-A-Wish-Central-California,Make-A-Wish-Central-California,1.50381E+14,UA-10695845-35,NULL,NULL,NULL,,77-0116530,,1,,,91F1E4C1FCCFB531A8C5B07D91EB9EE9,,NULL,Make-A-Wish Foundation? of Central California,-8,Y
045-000,Make-A-Wish? Illinois,640 North LaSalle Drive,Suite 280,Chicago,,IL,60654,(312) 602-9474 ,(312) 943-9813 ,Toll Free,(800) 978-9474 ,Serves the entire state of Illinois,info@wishes.org,zwolinski@wishes.org,info@wishes.org,miller@wishes.org,Jessica  Miller,Communications Manager,(312) 602-9412 ,miller@wishes.org,Heather  Simpson,Chief Development Officer,(312) 602-9434 ,(312) 943-9813 ,simpson@wishes.org,www.wishes.org,http://twitter.com/#!/wishillinois,@WishIllinois,http://www.facebook.com/WishIllinois,WishIllinois,2.24287E+14,UA-10695845-36,NULL,NULL,NULL,,36-3422138,,1,EH5iW2GMy2oarLI3TNJSEA,FfAKlTrGjL2tITxV8kzD4SO1IbgDJ8v1D51RieG3uY,230ea3334151b271db8bf9f73675c6ef,http://www.youtube.com/user/MAWFINews,NULL,Make-A-Wish Foundation? of Illinois,-6,Y
047-000,Make-A-Wish? Central & Western North Carolina,Johnston Building,"212 S. Tryon St., Suite 1080",Charlotte,,NC,28281,(704) 339-0334 ,(704) 339-0335 ,Toll Free,(877) 677-9474 ,Serves the central and western regions of North Carolina.,info@ncwish.org,inquiry@ncwish.org,abrindley@ncwish.org,slee@ncwish.org,Summer  Lee,Branding & Communications Coordinator,(704) 339-0334 x226,slee@ncwish.org,Amy  Brindley,President,(704) 339-0334 x227,(704) 339-0335 ,abrindley@ncwish.org,nc.wish.org,http://www.twitter.com/MakeAWish_CWNC,@MakeAWish_CWNC,http://www.facebook.com/ncwish,ncwish,,UA-10695845-37,NULL,NULL,NULL,,56-1492432,,1,6tygOLFXiidYtAYKmT4FQ,kPZUodSunY95zPqqAJW0ep1doGJmr0vQDveYhlC02PU,,http://www.youtube.com/user/makeawishcwnc,NULL,Make-A-Wish Foundation? of Central & Western North Carolina,-5,Y
